seedId,accountId,accountName,priority,name,url,tagline,source,circle,candidateType,sourceUrl,published,researchProvider,researchQuery,researchUrl,acceptanceChecklist,notes
2026-06-13-ai_agent_ops-001,ai_agent_ops,AI Agent Ops,P1,,,,seed_batch_pack,ai_startups,topic,https://x.com/search?q=AI%20Agent%20Ops%20AI%20agents%20and%20automation%20tools%20founder%20workflow&src=typed_query&f=live,2026-06-13,X live search,AI Agent Ops AI agents and automation tools founder workflow,https://x.com/search?q=AI%20Agent%20Ops%20AI%20agents%20and%20automation%20tools%20founder%20workflow&src=typed_query&f=live,real URL | AI/startup/tool angle | clear buyer pain | not broad hype,"Account: AI Agent Ops | Fill only if fresh, specific, and useful for this account."
2026-06-13-ecommerce_ops-002,ecommerce_ops,Ecommerce Ops,P1,,,,seed_batch_pack,ai_startups,product,https://www.google.com/search?q=Ecommerce%20Ops%20ecommerce%20and%20Shopify%20tools%20founder%20workflow%20after%3A2026-01-01,2026-06-13,Google recent search,Ecommerce Ops ecommerce and Shopify tools founder workflow,https://www.google.com/search?q=Ecommerce%20Ops%20ecommerce%20and%20Shopify%20tools%20founder%20workflow%20after%3A2026-01-01,real URL | AI/startup/tool angle | clear buyer pain | not broad hype,"Account: Ecommerce Ops | Fill only if fresh, specific, and useful for this account."
2026-06-13-ecommerce_ops-003,ecommerce_ops,Ecommerce Ops,P1,,,,seed_batch_pack,ai_startups,product,https://x.com/search?q=Ecommerce%20Ops%20ecommerce%20and%20Shopify%20tools%20founder%20workflow&src=typed_query&f=live,2026-06-13,X live search,Ecommerce Ops ecommerce and Shopify tools founder workflow,https://x.com/search?q=Ecommerce%20Ops%20ecommerce%20and%20Shopify%20tools%20founder%20workflow&src=typed_query&f=live,real URL | AI/startup/tool angle | clear buyer pain | not broad hype,"Account: Ecommerce Ops | Fill only if fresh, specific, and useful for this account."
2026-06-13-ecommerce_ops-004,ecommerce_ops,Ecommerce Ops,P2,,,,seed_batch_pack,ai_startups,topic,https://www.google.com/search?q=Ecommerce%20Ops%20ecommerce%20and%20Shopify%20tools%20founder%20workflow%20after%3A2026-01-01,2026-06-13,Google recent search,Ecommerce Ops ecommerce and Shopify tools founder workflow,https://www.google.com/search?q=Ecommerce%20Ops%20ecommerce%20and%20Shopify%20tools%20founder%20workflow%20after%3A2026-01-01,real URL | AI/startup/tool angle | clear buyer pain | not broad hype,"Account: Ecommerce Ops | Fill only if fresh, specific, and useful for this account."
2026-06-13-ecommerce_ops-005,ecommerce_ops,Ecommerce Ops,P2,,,,seed_batch_pack,ai_startups,product,https://x.com/search?q=Ecommerce%20Ops%20ecommerce%20and%20Shopify%20tools%20founder%20workflow&src=typed_query&f=live,2026-06-13,X live search,Ecommerce Ops ecommerce and Shopify tools founder workflow,https://x.com/search?q=Ecommerce%20Ops%20ecommerce%20and%20Shopify%20tools%20founder%20workflow&src=typed_query&f=live,real URL | AI/startup/tool angle | clear buyer pain | not broad hype,"Account: Ecommerce Ops | Fill only if fresh, specific, and useful for this account."
2026-06-13-ecommerce_ops-006,ecommerce_ops,Ecommerce Ops,P2,,,,seed_batch_pack,ai_startups,product,https://www.google.com/search?q=Ecommerce%20Ops%20ecommerce%20and%20Shopify%20tools%20founder%20workflow%20after%3A2026-01-01,2026-06-13,Google recent search,Ecommerce Ops ecommerce and Shopify tools founder workflow,https://www.google.com/search?q=Ecommerce%20Ops%20ecommerce%20and%20Shopify%20tools%20founder%20workflow%20after%3A2026-01-01,real URL | AI/startup/tool angle | clear buyer pain | not broad hype,"Account: Ecommerce Ops | Fill only if fresh, specific, and useful for this account."
2026-06-13-ecommerce_ops-007,ecommerce_ops,Ecommerce Ops,P2,,,,seed_batch_pack,ai_startups,topic,https://x.com/search?q=Ecommerce%20Ops%20ecommerce%20and%20Shopify%20tools%20founder%20workflow&src=typed_query&f=live,2026-06-13,X live search,Ecommerce Ops ecommerce and Shopify tools founder workflow,https://x.com/search?q=Ecommerce%20Ops%20ecommerce%20and%20Shopify%20tools%20founder%20workflow&src=typed_query&f=live,real URL | AI/startup/tool angle | clear buyer pain | not broad hype,"Account: Ecommerce Ops | Fill only if fresh, specific, and useful for this account."
2026-06-13-ecommerce_ops-008,ecommerce_ops,Ecommerce Ops,P3,,,,seed_batch_pack,ai_startups,product,https://www.google.com/search?q=Ecommerce%20Ops%20ecommerce%20and%20Shopify%20tools%20founder%20workflow%20after%3A2026-01-01,2026-06-13,Google recent search,Ecommerce Ops ecommerce and Shopify tools founder workflow,https://www.google.com/search?q=Ecommerce%20Ops%20ecommerce%20and%20Shopify%20tools%20founder%20workflow%20after%3A2026-01-01,real URL | AI/startup/tool angle | clear buyer pain | not broad hype,"Account: Ecommerce Ops | Fill only if fresh, specific, and useful for this account."
2026-06-13-ecommerce_ops-009,ecommerce_ops,Ecommerce Ops,P3,,,,seed_batch_pack,ai_startups,product,https://x.com/search?q=Ecommerce%20Ops%20ecommerce%20and%20Shopify%20tools%20founder%20workflow&src=typed_query&f=live,2026-06-13,X live search,Ecommerce Ops ecommerce and Shopify tools founder workflow,https://x.com/search?q=Ecommerce%20Ops%20ecommerce%20and%20Shopify%20tools%20founder%20workflow&src=typed_query&f=live,real URL | AI/startup/tool angle | clear buyer pain | not broad hype,"Account: Ecommerce Ops | Fill only if fresh, specific, and useful for this account."
2026-06-13-ecommerce_ops-010,ecommerce_ops,Ecommerce Ops,P3,,,,seed_batch_pack,ai_startups,topic,https://www.google.com/search?q=Ecommerce%20Ops%20ecommerce%20and%20Shopify%20tools%20founder%20workflow%20after%3A2026-01-01,2026-06-13,Google recent search,Ecommerce Ops ecommerce and Shopify tools founder workflow,https://www.google.com/search?q=Ecommerce%20Ops%20ecommerce%20and%20Shopify%20tools%20founder%20workflow%20after%3A2026-01-01,real URL | AI/startup/tool angle | clear buyer pain | not broad hype,"Account: Ecommerce Ops | Fill only if fresh, specific, and useful for this account."
2026-06-13-market_map_notes-001,market_map_notes,Market Map Notes,P1,,,,seed_batch_pack,ai_startups,topic,https://x.com/search?q=Market%20Map%20Notes%20market%20mapping%20tools%20founder%20workflow&src=typed_query&f=live,2026-06-13,X live search,Market Map Notes market mapping tools founder workflow,https://x.com/search?q=Market%20Map%20Notes%20market%20mapping%20tools%20founder%20workflow&src=typed_query&f=live,real URL | AI/startup/tool angle | clear buyer pain | not broad hype,"Account: Market Map Notes | Fill only if fresh, specific, and useful for this account."
2026-06-13-market_map_notes-002,market_map_notes,Market Map Notes,P1,,,,seed_batch_pack,ai_startups,product,https://www.google.com/search?q=Market%20Map%20Notes%20market%20mapping%20tools%20founder%20workflow%20after%3A2026-01-01,2026-06-13,Google recent search,Market Map Notes market mapping tools founder workflow,https://www.google.com/search?q=Market%20Map%20Notes%20market%20mapping%20tools%20founder%20workflow%20after%3A2026-01-01,real URL | AI/startup/tool angle | clear buyer pain | not broad hype,"Account: Market Map Notes | Fill only if fresh, specific, and useful for this account."
2026-06-13-market_map_notes-003,market_map_notes,Market Map Notes,P1,,,,seed_batch_pack,ai_startups,product,https://x.com/search?q=Market%20Map%20Notes%20market%20mapping%20tools%20founder%20workflow&src=typed_query&f=live,2026-06-13,X live search,Market Map Notes market mapping tools founder workflow,https://x.com/search?q=Market%20Map%20Notes%20market%20mapping%20tools%20founder%20workflow&src=typed_query&f=live,real URL | AI/startup/tool angle | clear buyer pain | not broad hype,"Account: Market Map Notes | Fill only if fresh, specific, and useful for this account."
2026-06-13-market_map_notes-004,market_map_notes,Market Map Notes,P2,,,,seed_batch_pack,ai_startups,topic,https://www.google.com/search?q=Market%20Map%20Notes%20market%20mapping%20tools%20founder%20workflow%20after%3A2026-01-01,2026-06-13,Google recent search,Market Map Notes market mapping tools founder workflow,https://www.google.com/search?q=Market%20Map%20Notes%20market%20mapping%20tools%20founder%20workflow%20after%3A2026-01-01,real URL | AI/startup/tool angle | clear buyer pain | not broad hype,"Account: Market Map Notes | Fill only if fresh, specific, and useful for this account."
2026-06-13-market_map_notes-005,market_map_notes,Market Map Notes,P2,,,,seed_batch_pack,ai_startups,product,https://x.com/search?q=Market%20Map%20Notes%20market%20mapping%20tools%20founder%20workflow&src=typed_query&f=live,2026-06-13,X live search,Market Map Notes market mapping tools founder workflow,https://x.com/search?q=Market%20Map%20Notes%20market%20mapping%20tools%20founder%20workflow&src=typed_query&f=live,real URL | AI/startup/tool angle | clear buyer pain | not broad hype,"Account: Market Map Notes | Fill only if fresh, specific, and useful for this account."
2026-06-13-market_map_notes-006,market_map_notes,Market Map Notes,P2,,,,seed_batch_pack,ai_startups,product,https://www.google.com/search?q=Market%20Map%20Notes%20market%20mapping%20tools%20founder%20workflow%20after%3A2026-01-01,2026-06-13,Google recent search,Market Map Notes market mapping tools founder workflow,https://www.google.com/search?q=Market%20Map%20Notes%20market%20mapping%20tools%20founder%20workflow%20after%3A2026-01-01,real URL | AI/startup/tool angle | clear buyer pain | not broad hype,"Account: Market Map Notes | Fill only if fresh, specific, and useful for this account."
2026-06-13-market_map_notes-007,market_map_notes,Market Map Notes,P2,,,,seed_batch_pack,ai_startups,topic,https://x.com/search?q=Market%20Map%20Notes%20market%20mapping%20tools%20founder%20workflow&src=typed_query&f=live,2026-06-13,X live search,Market Map Notes market mapping tools founder workflow,https://x.com/search?q=Market%20Map%20Notes%20market%20mapping%20tools%20founder%20workflow&src=typed_query&f=live,real URL | AI/startup/tool angle | clear buyer pain | not broad hype,"Account: Market Map Notes | Fill only if fresh, specific, and useful for this account."
2026-06-13-market_map_notes-008,market_map_notes,Market Map Notes,P3,,,,seed_batch_pack,ai_startups,product,https://www.google.com/search?q=Market%20Map%20Notes%20market%20mapping%20tools%20founder%20workflow%20after%3A2026-01-01,2026-06-13,Google recent search,Market Map Notes market mapping tools founder workflow,https://www.google.com/search?q=Market%20Map%20Notes%20market%20mapping%20tools%20founder%20workflow%20after%3A2026-01-01,real URL | AI/startup/tool angle | clear buyer pain | not broad hype,"Account: Market Map Notes | Fill only if fresh, specific, and useful for this account."
2026-06-13-market_map_notes-009,market_map_notes,Market Map Notes,P3,,,,seed_batch_pack,ai_startups,product,https://x.com/search?q=Market%20Map%20Notes%20market%20mapping%20tools%20founder%20workflow&src=typed_query&f=live,2026-06-13,X live search,Market Map Notes market mapping tools founder workflow,https://x.com/search?q=Market%20Map%20Notes%20market%20mapping%20tools%20founder%20workflow&src=typed_query&f=live,real URL | AI/startup/tool angle | clear buyer pain | not broad hype,"Account: Market Map Notes | Fill only if fresh, specific, and useful for this account."
2026-06-13-market_map_notes-010,market_map_notes,Market Map Notes,P3,,,,seed_batch_pack,ai_startups,topic,https://www.google.com/search?q=Market%20Map%20Notes%20market%20mapping%20tools%20founder%20workflow%20after%3A2026-01-01,2026-06-13,Google recent search,Market Map Notes market mapping tools founder workflow,https://www.google.com/search?q=Market%20Map%20Notes%20market%20mapping%20tools%20founder%20workflow%20after%3A2026-01-01,real URL | AI/startup/tool angle | clear buyer pain | not broad hype,"Account: Market Map Notes | Fill only if fresh, specific, and useful for this account."
