researchId,priority,name,url,tagline,source,circle,candidateType,sourceUrl,published,researchProvider,researchQuery,researchUrl,acceptanceChecklist,notes
2026-06-13-indie_hackers-025,P2,,,,manual_research,indie_hackers,topic,https://x.com/search?q=%22side%20project%22%20%22SaaS%22%20%22users%22&src=typed_query&f=live,2026-06-13,X live search,"""side project"" ""SaaS"" ""users""",https://x.com/search?q=%22side%20project%22%20%22SaaS%22%20%22users%22&src=typed_query&f=live,real URL | clear audience | one narrow pain | fresh enough or evergreen | solo founder or revenue angle,"Find from: ""side project"" ""SaaS"" ""users"" | Open: X live search | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; solo founder or revenue angle"
2026-06-13-indie_hackers-026,P2,,,,manual_research,indie_hackers,product,https://www.google.com/search?q=%22micro%20SaaS%22%20launch%20after%3A2026-01-01,2026-06-13,Google recent search,"""micro SaaS"" launch",https://www.google.com/search?q=%22micro%20SaaS%22%20launch%20after%3A2026-01-01,real URL | clear audience | one narrow pain | fresh enough or evergreen | solo founder or revenue angle,"Find from: ""micro SaaS"" launch | Open: Google recent search | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; solo founder or revenue angle"
2026-06-13-indie_hackers-027,P2,,,,manual_research,indie_hackers,product,https://hn.algolia.com/?q=%22indie%20hacker%22%20%22revenue%22,2026-06-13,HN Algolia,"""indie hacker"" ""revenue""",https://hn.algolia.com/?q=%22indie%20hacker%22%20%22revenue%22,real URL | clear audience | one narrow pain | fresh enough or evergreen | solo founder or revenue angle,"Find from: ""indie hacker"" ""revenue"" | Open: HN Algolia | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; solo founder or revenue angle"
2026-06-13-indie_hackers-028,P2,,,,manual_research,indie_hackers,topic,https://x.com/search?q=%22build%20in%20public%22%20%22launched%22&src=typed_query&f=live,2026-06-13,X live search,"""build in public"" ""launched""",https://x.com/search?q=%22build%20in%20public%22%20%22launched%22&src=typed_query&f=live,real URL | clear audience | one narrow pain | fresh enough or evergreen | solo founder or revenue angle,"Find from: ""build in public"" ""launched"" | Open: X live search | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; solo founder or revenue angle"
2026-06-13-indie_hackers-029,P2,,,,manual_research,indie_hackers,product,https://www.google.com/search?q=%22solo%20founder%22%20%22pricing%22%20after%3A2026-01-01,2026-06-13,Google recent search,"""solo founder"" ""pricing""",https://www.google.com/search?q=%22solo%20founder%22%20%22pricing%22%20after%3A2026-01-01,real URL | clear audience | one narrow pain | fresh enough or evergreen | solo founder or revenue angle,"Find from: ""solo founder"" ""pricing"" | Open: Google recent search | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; solo founder or revenue angle"
2026-06-13-indie_hackers-030,P2,,,,manual_research,indie_hackers,product,https://hn.algolia.com/?q=%22side%20project%22%20%22SaaS%22%20%22users%22,2026-06-13,HN Algolia,"""side project"" ""SaaS"" ""users""",https://hn.algolia.com/?q=%22side%20project%22%20%22SaaS%22%20%22users%22,real URL | clear audience | one narrow pain | fresh enough or evergreen | solo founder or revenue angle,"Find from: ""side project"" ""SaaS"" ""users"" | Open: HN Algolia | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; solo founder or revenue angle"
2026-06-13-indie_hackers-031,P2,,,,manual_research,indie_hackers,topic,https://x.com/search?q=%22micro%20SaaS%22%20launch&src=typed_query&f=live,2026-06-13,X live search,"""micro SaaS"" launch",https://x.com/search?q=%22micro%20SaaS%22%20launch&src=typed_query&f=live,real URL | clear audience | one narrow pain | fresh enough or evergreen | solo founder or revenue angle,"Find from: ""micro SaaS"" launch | Open: X live search | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; solo founder or revenue angle"
2026-06-13-indie_hackers-032,P2,,,,manual_research,indie_hackers,product,https://www.google.com/search?q=%22indie%20hacker%22%20%22revenue%22%20after%3A2026-01-01,2026-06-13,Google recent search,"""indie hacker"" ""revenue""",https://www.google.com/search?q=%22indie%20hacker%22%20%22revenue%22%20after%3A2026-01-01,real URL | clear audience | one narrow pain | fresh enough or evergreen | solo founder or revenue angle,"Find from: ""indie hacker"" ""revenue"" | Open: Google recent search | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; solo founder or revenue angle"
2026-06-13-indie_hackers-033,P2,,,,manual_research,indie_hackers,product,https://hn.algolia.com/?q=%22build%20in%20public%22%20%22launched%22,2026-06-13,HN Algolia,"""build in public"" ""launched""",https://hn.algolia.com/?q=%22build%20in%20public%22%20%22launched%22,real URL | clear audience | one narrow pain | fresh enough or evergreen | solo founder or revenue angle,"Find from: ""build in public"" ""launched"" | Open: HN Algolia | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; solo founder or revenue angle"
2026-06-13-indie_hackers-034,P2,,,,manual_research,indie_hackers,topic,https://x.com/search?q=%22solo%20founder%22%20%22pricing%22&src=typed_query&f=live,2026-06-13,X live search,"""solo founder"" ""pricing""",https://x.com/search?q=%22solo%20founder%22%20%22pricing%22&src=typed_query&f=live,real URL | clear audience | one narrow pain | fresh enough or evergreen | solo founder or revenue angle,"Find from: ""solo founder"" ""pricing"" | Open: X live search | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; solo founder or revenue angle"
2026-06-13-indie_hackers-035,P2,,,,manual_research,indie_hackers,product,https://www.google.com/search?q=%22side%20project%22%20%22SaaS%22%20%22users%22%20after%3A2026-01-01,2026-06-13,Google recent search,"""side project"" ""SaaS"" ""users""",https://www.google.com/search?q=%22side%20project%22%20%22SaaS%22%20%22users%22%20after%3A2026-01-01,real URL | clear audience | one narrow pain | fresh enough or evergreen | solo founder or revenue angle,"Find from: ""side project"" ""SaaS"" ""users"" | Open: Google recent search | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; solo founder or revenue angle"
2026-06-13-indie_hackers-036,P2,,,,manual_research,indie_hackers,product,https://hn.algolia.com/?q=%22micro%20SaaS%22%20launch,2026-06-13,HN Algolia,"""micro SaaS"" launch",https://hn.algolia.com/?q=%22micro%20SaaS%22%20launch,real URL | clear audience | one narrow pain | fresh enough or evergreen | solo founder or revenue angle,"Find from: ""micro SaaS"" launch | Open: HN Algolia | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; solo founder or revenue angle"
2026-06-13-indie_hackers-037,P2,,,,manual_research,indie_hackers,topic,https://x.com/search?q=%22indie%20hacker%22%20%22revenue%22&src=typed_query&f=live,2026-06-13,X live search,"""indie hacker"" ""revenue""",https://x.com/search?q=%22indie%20hacker%22%20%22revenue%22&src=typed_query&f=live,real URL | clear audience | one narrow pain | fresh enough or evergreen | solo founder or revenue angle,"Find from: ""indie hacker"" ""revenue"" | Open: X live search | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; solo founder or revenue angle"
2026-06-13-indie_hackers-038,P2,,,,manual_research,indie_hackers,product,https://www.google.com/search?q=%22build%20in%20public%22%20%22launched%22%20after%3A2026-01-01,2026-06-13,Google recent search,"""build in public"" ""launched""",https://www.google.com/search?q=%22build%20in%20public%22%20%22launched%22%20after%3A2026-01-01,real URL | clear audience | one narrow pain | fresh enough or evergreen | solo founder or revenue angle,"Find from: ""build in public"" ""launched"" | Open: Google recent search | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; solo founder or revenue angle"
2026-06-13-indie_hackers-039,P2,,,,manual_research,indie_hackers,product,https://hn.algolia.com/?q=%22solo%20founder%22%20%22pricing%22,2026-06-13,HN Algolia,"""solo founder"" ""pricing""",https://hn.algolia.com/?q=%22solo%20founder%22%20%22pricing%22,real URL | clear audience | one narrow pain | fresh enough or evergreen | solo founder or revenue angle,"Find from: ""solo founder"" ""pricing"" | Open: HN Algolia | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; solo founder or revenue angle"
2026-06-13-indie_hackers-040,P2,,,,manual_research,indie_hackers,topic,https://x.com/search?q=%22side%20project%22%20%22SaaS%22%20%22users%22&src=typed_query&f=live,2026-06-13,X live search,"""side project"" ""SaaS"" ""users""",https://x.com/search?q=%22side%20project%22%20%22SaaS%22%20%22users%22&src=typed_query&f=live,real URL | clear audience | one narrow pain | fresh enough or evergreen | solo founder or revenue angle,"Find from: ""side project"" ""SaaS"" ""users"" | Open: X live search | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; solo founder or revenue angle"
2026-06-13-indie_hackers-041,P2,,,,manual_research,indie_hackers,product,https://www.google.com/search?q=%22micro%20SaaS%22%20launch%20after%3A2026-01-01,2026-06-13,Google recent search,"""micro SaaS"" launch",https://www.google.com/search?q=%22micro%20SaaS%22%20launch%20after%3A2026-01-01,real URL | clear audience | one narrow pain | fresh enough or evergreen | solo founder or revenue angle,"Find from: ""micro SaaS"" launch | Open: Google recent search | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; solo founder or revenue angle"
2026-06-13-indie_hackers-042,P2,,,,manual_research,indie_hackers,product,https://hn.algolia.com/?q=%22indie%20hacker%22%20%22revenue%22,2026-06-13,HN Algolia,"""indie hacker"" ""revenue""",https://hn.algolia.com/?q=%22indie%20hacker%22%20%22revenue%22,real URL | clear audience | one narrow pain | fresh enough or evergreen | solo founder or revenue angle,"Find from: ""indie hacker"" ""revenue"" | Open: HN Algolia | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; solo founder or revenue angle"
2026-06-13-indie_hackers-043,P2,,,,manual_research,indie_hackers,topic,https://x.com/search?q=%22build%20in%20public%22%20%22launched%22&src=typed_query&f=live,2026-06-13,X live search,"""build in public"" ""launched""",https://x.com/search?q=%22build%20in%20public%22%20%22launched%22&src=typed_query&f=live,real URL | clear audience | one narrow pain | fresh enough or evergreen | solo founder or revenue angle,"Find from: ""build in public"" ""launched"" | Open: X live search | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; solo founder or revenue angle"
2026-06-13-indie_hackers-044,P2,,,,manual_research,indie_hackers,product,https://www.google.com/search?q=%22solo%20founder%22%20%22pricing%22%20after%3A2026-01-01,2026-06-13,Google recent search,"""solo founder"" ""pricing""",https://www.google.com/search?q=%22solo%20founder%22%20%22pricing%22%20after%3A2026-01-01,real URL | clear audience | one narrow pain | fresh enough or evergreen | solo founder or revenue angle,"Find from: ""solo founder"" ""pricing"" | Open: Google recent search | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; solo founder or revenue angle"
2026-06-13-indie_hackers-045,P2,,,,manual_research,indie_hackers,product,https://hn.algolia.com/?q=%22side%20project%22%20%22SaaS%22%20%22users%22,2026-06-13,HN Algolia,"""side project"" ""SaaS"" ""users""",https://hn.algolia.com/?q=%22side%20project%22%20%22SaaS%22%20%22users%22,real URL | clear audience | one narrow pain | fresh enough or evergreen | solo founder or revenue angle,"Find from: ""side project"" ""SaaS"" ""users"" | Open: HN Algolia | Priority: P2 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; solo founder or revenue angle"
2026-06-13-saas_founders-001,P1,,,,manual_research,saas_founders,topic,https://x.com/search?q=%22SaaS%20pricing%22%20%22case%20study%22&src=typed_query&f=live,2026-06-13,X live search,"""SaaS pricing"" ""case study""",https://x.com/search?q=%22SaaS%20pricing%22%20%22case%20study%22&src=typed_query&f=live,real URL | clear audience | one narrow pain | fresh enough or evergreen | SaaS operator lesson,"Find from: ""SaaS pricing"" ""case study"" | Open: X live search | Priority: P1 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; SaaS operator lesson"
2026-06-13-saas_founders-002,P1,,,,manual_research,saas_founders,product,https://www.google.com/search?q=%22B2B%20SaaS%22%20%22onboarding%22%20after%3A2026-01-01,2026-06-13,Google recent search,"""B2B SaaS"" ""onboarding""",https://www.google.com/search?q=%22B2B%20SaaS%22%20%22onboarding%22%20after%3A2026-01-01,real URL | clear audience | one narrow pain | fresh enough or evergreen | SaaS operator lesson,"Find from: ""B2B SaaS"" ""onboarding"" | Open: Google recent search | Priority: P1 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; SaaS operator lesson"
2026-06-13-saas_founders-003,P1,,,,manual_research,saas_founders,product,https://hn.algolia.com/?q=%22SaaS%20founder%22%20%22churn%22,2026-06-13,HN Algolia,"""SaaS founder"" ""churn""",https://hn.algolia.com/?q=%22SaaS%20founder%22%20%22churn%22,real URL | clear audience | one narrow pain | fresh enough or evergreen | SaaS operator lesson,"Find from: ""SaaS founder"" ""churn"" | Open: HN Algolia | Priority: P1 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; SaaS operator lesson"
2026-06-13-saas_founders-004,P1,,,,manual_research,saas_founders,topic,https://x.com/search?q=%22PLG%22%20%22activation%22%20%22SaaS%22&src=typed_query&f=live,2026-06-13,X live search,"""PLG"" ""activation"" ""SaaS""",https://x.com/search?q=%22PLG%22%20%22activation%22%20%22SaaS%22&src=typed_query&f=live,real URL | clear audience | one narrow pain | fresh enough or evergreen | SaaS operator lesson,"Find from: ""PLG"" ""activation"" ""SaaS"" | Open: X live search | Priority: P1 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; SaaS operator lesson"
2026-06-13-saas_founders-005,P1,,,,manual_research,saas_founders,product,https://www.google.com/search?q=%22SaaS%22%20%22pricing%20page%22%20%22launch%22%20after%3A2026-01-01,2026-06-13,Google recent search,"""SaaS"" ""pricing page"" ""launch""",https://www.google.com/search?q=%22SaaS%22%20%22pricing%20page%22%20%22launch%22%20after%3A2026-01-01,real URL | clear audience | one narrow pain | fresh enough or evergreen | SaaS operator lesson,"Find from: ""SaaS"" ""pricing page"" ""launch"" | Open: Google recent search | Priority: P1 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; SaaS operator lesson"
2026-06-13-saas_founders-006,P1,,,,manual_research,saas_founders,product,https://hn.algolia.com/?q=%22SaaS%20pricing%22%20%22case%20study%22,2026-06-13,HN Algolia,"""SaaS pricing"" ""case study""",https://hn.algolia.com/?q=%22SaaS%20pricing%22%20%22case%20study%22,real URL | clear audience | one narrow pain | fresh enough or evergreen | SaaS operator lesson,"Find from: ""SaaS pricing"" ""case study"" | Open: HN Algolia | Priority: P1 | Accept only if: real URL; clear audience; one narrow pain; fresh enough or evergreen; SaaS operator lesson"
